MeasureID,PlotID,Plot,Family,GenusSpecies,Genus,SpeciesName,SubSpeciesName,SpeciesID,Mnemonic,QuadratID,QuadratName,x,y,gx,gy,TreeID,Tag,StemID,StemTag,PrimaryStem,CensusID,PlotCensusNumber,DBH,HOM,ExactDate,ListOfTSM,Status
192743,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,9.8,26.6,984.9,493.3,268479,314580,4,NULL,main,6,6,34,1.3,2005-10-11,NULL,alive
192744,1,bci,Fabaceae-papilionoideae,Dipteryx oleifera,Dipteryx,oleifera,NULL,1123,diptpa,1250,4924,5.4,37,982.7,498.5,268485,314586,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
192745,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,14,30.2,987,495.1,268486,314587,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
192746,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,13.4,26.4,986.7,493.2,268487,314588,4,NULL,main,6,6,14,1.3,2005-10-11,NULL,alive
192747,1,bci,Boraginaceae,Cordia alliodora,Cordia,alliodora,NULL,262,cordal,1250,4924,10.8,18.6,985.4,489.3,268491,314592,1,NA,main,6,6,33,1.3,2005-10-11,NULL,alive
192748,1,bci,Clusiaceae,Marila laxiflora,Marila,laxiflora,NULL,610,mar1la,1250,4924,3.8,22.4,981.9,491.2,268493,314594,2,NA,main,6,6,14,1.3,2005-10-11,NULL,alive
192749,1,bci,Lacistemataceae,Lacistema aggregatum,Lacistema,aggregatum,NULL,548,laciag,1250,4924,23.2,4.2,991.6,482.1,268494,314595,1,NA,main,6,6,20,1.3,2005-10-11,NULL,alive
192750,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26,9.8,993,484.9,268495,314596,2,NULL,main,6,6,16,1.3,2005-10-11,M,alive
192751,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26,9.8,993,484.9,268495,314596,3,NULL,secondary,6,6,15,1.3,2005-10-11,NULL,alive
192752,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,27.6,16.4,993.8,488.2,268496,314597,2,NA,main,6,6,NA,NA,2005-10-11,R,alive
192753,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,29.6,14,994.8,487,268497,314598,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
192754,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,30.6,34,995.3,497,268499,314600,1,NA,main,6,6,17,1.3,2005-10-11,NULL,alive
192755,1,bci,Chrysobalanaceae,Licania platypus,Licania,platypus,NULL,572,licapl,1250,4924,30.8,34.6,995.4,497.3,268500,314601,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
192756,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1250,4924,32.2,32,996.1,496,268501,314602,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
192757,1,bci,Moraceae,Maquira guianensis,Maquira,guianensis,NULL,1137,maquco,1250,4924,32.2,32,996.1,496,268502,314603,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
192758,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,36.4,34.6,998.2,497.3,268505,314606,1,NA,main,6,6,20,1.3,2005-10-11,L,alive
192759,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1250,4924,34.4,39.6,997.2,499.8,268507,314608,1,NA,main,6,6,19,1.3,2005-10-11,NULL,alive
192760,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,33.8,37.6,996.9,498.8,268508,314609,1,NA,main,6,6,39,1.3,2005-10-11,NULL,alive
192761,1,bci,Clusiaceae,Calophyllum longifolium,Calophyllum,longifolium,NULL,135,calolo,1250,4924,39.4,29.2,999.7,494.6,268509,314610,2,NA,main,6,6,NA,NA,2005-10-11,OR,alive
192762,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,39.8,28.8,999.9,494.4,268510,314611,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
192763,1,bci,Myrsinaceae,Stylogyne turbacensis,Stylogyne,turbacensis,NULL,1166,stylst,1250,4924,32.6,25.4,996.3,492.7,268511,314612,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
192764,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1250,4924,31.2,19.6,995.6,489.8,268512,314613,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
192765,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,39.6,18,999.8,489,268513,314614,2,NA,main,6,6,NA,NA,2005-10-11,"D,C",dead
192766,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,38,18.8,999,489.4,268514,314615,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
223751,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,6.8,38.6,983.4,499.3,305732,449609,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
223752,1,bci,Burseraceae,Protium panamense,Protium,panamense,NULL,827,protpa,1250,4924,12,34,986,497,305733,449610,1,NA,main,6,6,21,1.3,2005-10-11,NULL,alive
223753,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,10.6,23.8,985.3,491.9,305734,449611,1,NA,main,6,6,17,1.3,2005-10-11,NULL,alive
223754,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,10.6,21.8,985.3,490.9,305735,449612,1,NA,main,6,6,20,1.3,2005-10-11,NULL,alive
223755,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26.2,9.6,993.1,484.8,305738,449615,6,NULL,main,6,6,23,1.3,2005-10-11,M,alive
223756,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,26.2,9.6,993.1,484.8,305738,449615,7,NULL,secondary,6,6,10,1.3,2005-10-11,NULL,alive
223757,1,bci,Moraceae,Brosimum alicastrum,Brosimum,alicastrum,NULL,108,brosal,1250,4924,26.8,15,993.4,487.5,305739,449616,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
242810,1,bci,Fabaceae-papilionoideae,Ormosia coccinea,Ormosia,coccinea,NULL,1146,ormocr,1250,4924,5.4,8.2,982.7,484.1,325619,549321,2,NA,main,6,6,10,1.3,2005-10-11,R,alive
242811,1,bci,Moraceae,Trophis racemosa,Trophis,racemosa,NULL,1040,tropra,1250,4924,14.2,33.8,987.1,496.9,325620,549322,1,NA,main,6,6,27,1.3,2005-10-11,NULL,alive
242812,1,bci,Meliaceae,Guarea grandifolia,Guarea,grandifolia,NULL,434,guargr,1250,4924,19,11.8,989.5,485.9,325621,549323,1,NA,main,6,6,20,1.3,2005-10-11,NULL,alive
242813,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1250,4924,35.8,37,997.9,498.5,325622,549324,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
242814,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,35.2,6,997.6,483,325623,549325,1,NA,main,6,6,19,1.3,2005-10-11,NULL,alive
262406,1,bci,Fabaceae-mimosoideae,Inga pezizifera,Inga,pezizifera,NULL,516,ingape,1250,4924,36.8,1.6,998.4,480.8,343695,646582,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
263525,1,bci,Piperaceae,Piper aequale,Piper,aequale,NULL,765,pipeae,1250,4924,5.4,22.4,982.7,491.2,344725,649372,1,NA,main,6,6,12,1.3,2005-10-11,L,alive
263526,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1250,4924,8.6,29.4,984.3,494.7,344726,649373,1,NA,main,6,6,16,1.3,2005-10-11,NULL,alive
263527,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,9.2,38.4,984.6,499.2,344727,649374,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
263528,1,bci,Clusiaceae,Calophyllum longifolium,Calophyllum,longifolium,NULL,135,calolo,1250,4924,15.4,24.4,987.7,492.2,344728,649375,1,NA,main,6,6,18,1.3,2005-10-11,NULL,alive
263529,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,11.2,24.2,985.6,492.1,344729,649376,3,NULL,main,6,6,17,1.3,2005-10-11,NULL,alive
263530,1,bci,Annonaceae,Mosannona garwoodii,Mosannona,garwoodii,NULL,1139,malmsp,1250,4924,17,7.6,988.5,483.8,344730,649377,2,NULL,main,6,6,18,1.3,2005-10-11,M,alive
263531,1,bci,Annonaceae,Mosannona garwoodii,Mosannona,garwoodii,NULL,1139,malmsp,1250,4924,17,7.6,988.5,483.8,344730,649377,3,NULL,secondary,6,6,12,1.3,2005-10-11,NULL,alive
263532,1,bci,Meliaceae,Guarea bullata,Guarea,bullata,NULL,1127,guarsp,1250,4924,24.4,7.8,992.2,483.9,344731,649378,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
263533,1,bci,Clusiaceae,Garcinia intermedia,Garcinia,intermedia,NULL,1125,gar2in,1250,4924,27.4,8,993.7,484,344732,649379,1,NA,main,6,6,15,1.3,2005-10-11,NULL,alive
263534,1,bci,Myrsinaceae,Ardisia standleyana,Ardisia,standleyana,NULL,1448,ardife,1250,4924,25.6,6.4,992.8,483.2,344733,649380,1,NA,main,6,6,11,1.3,2005-10-11,L,alive
263535,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,24.6,11.2,992.3,485.6,344734,649381,2,NA,main,6,6,10,1.3,2005-10-11,R,alive
263536,1,bci,Rutaceae,Zanthoxylum acuminatum,Zanthoxylum,acuminatum,NULL,1099,zantpr,1250,4924,35.6,23.8,997.8,491.9,344735,649383,1,NA,main,6,6,12,1.3,2005-10-11,NULL,alive
288482,1,bci,Rubiaceae,Coussarea curvigemmia,Coussarea,curvigemmia,NULL,280,cou2cu,1250,4924,2.2,14,981.1,487,368119,749568,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
288483,1,bci,Euphorbiaceae,Acalypha diversifolia,Acalypha,diversifolia,NULL,6,acaldi,1250,4924,10.8,21,985.4,490.5,368120,749569,1,NA,main,6,6,13,1.3,2005-10-11,NULL,alive
288484,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,10.4,24.4,985.2,492.2,368121,749570,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
288485,1,bci,Annonaceae,Desmopsis panamensis,Desmopsis,panamensis,NULL,316,des2pa,1250,4924,32.8,17.8,996.4,488.9,368122,749571,1,NA,main,6,6,11,1.3,2005-10-11,NULL,alive
1,1,bci,Lecythidaceae,Gustavia superba,Gustavia,superba,NULL,460,gustsu,1250,4924,28.2,16.6,994.1,488.3,19,000002,1,NA,main,171,7,308,3,2010-09-13,"B,cylY",alive
2,1,bci,Myristicaceae,Virola surinamensis,Virola,surinamensis,NULL,1075,virosu,1250,4924,21,17.8,990.5,488.9,21,000004,1,NA,main,171,7,358,1.3,2010-09-24,NULL,alive
3,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1250,4924,27,36.6,993.5,498.3,23,000006,7,NULL,main,171,7,318,3,2010-09-13,"B,cylY",alive
8500,1,bci,Euphorbiaceae,Sapium glandulosum,Sapium,glandulosum,NULL,921,sapiau,1250,4924,1.2,9.8,980.6,484.9,10986,014886,1,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
8501,1,bci,Burseraceae,Trattinnickia aspera,Trattinnickia,aspera,NULL,1022,tratas,1250,4924,3.8,5,981.9,482.5,10987,014900,1,NA,main,171,7,486,1.3,2010-09-24,Q,alive
11627,1,bci,Bignoniaceae,Jacaranda copaia,Jacaranda,copaia,NULL,540,jac1co,1250,4924,8.2,26.4,984.1,493.2,15681,019761,1,NA,main,171,7,152,1.3,2010-09-24,NULL,alive
11628,1,bci,Sapotaceae,Chrysophyllum argenteum,Chrysophyllum,argenteum,NULL,1118,chr2ar,1250,4924,8.2,24.4,984.1,492.2,15682,019762,1,NA,main,171,7,54,1.3,2010-09-24,NULL,alive
11629,1,bci,Fabaceae-papilionoideae,Pterocarpus rohrii,Pterocarpus,rohrii,NULL,869,pterro,1250,4924,9,36,984.5,498,15683,019763,2,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
11630,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,4.4,30.4,982.2,495.2,15684,019764,1,NA,main,171,7,26,1.3,2010-09-24,NULL,alive
11631,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,10.4,31,985.2,495.5,15686,019766,7,NULL,main,171,7,NA,NA,2010-09-24,"D,T",dead
11632,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,12,28.4,986,494.2,15687,019767,1,NA,main,171,7,32,1.3,2010-09-24,NULL,alive
11633,1,bci,Salicaceae,Laetia thamnia,Laetia,thamnia,NULL,553,laetth,1250,4924,13,29,986.5,494.5,15688,019768,1,NA,main,171,7,46,1.3,2010-09-24,NULL,alive
11634,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,24.6,32.8,992.3,496.4,15689,019769,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
11635,1,bci,Chrysobalanaceae,Hirtella triandra,Hirtella,triandra,NULL,487,hirttr,1250,4924,29.6,39,994.8,499.5,15691,019771,1,NA,main,171,7,41,1.3,2010-09-24,NULL,alive
11636,1,bci,Meliaceae,Guarea guidonia,Guarea,guidonia,NULL,435,guargu,1250,4924,38.6,39.2,999.3,499.6,15694,019774,2,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
11637,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,34,31.4,997,495.7,15695,019775,11,NULL,main,171,7,NA,NA,2010-09-24,"D,T",dead
11638,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,38.4,10.6,999.2,485.3,15696,019776,1,NA,main,171,7,23,1.3,2010-09-24,NULL,alive
11639,1,bci,Malvaceae,Herrania purpurea,Herrania,purpurea,NULL,478,herrpu,1250,4924,39.4,11.8,999.7,485.9,15697,019777,4,NULL,main,171,7,32,1.3,2010-09-24,NULL,alive
11640,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,8.4,29,984.2,494.5,15698,019778,19,1,main,171,7,33,1.3,2010-09-24,NULL,alive
11641,1,bci,Rubiaceae,Pentagonia macrophylla,Pentagonia,macrophylla,NULL,750,pentma,1250,4924,8.4,29,984.2,494.5,15698,019778,20,2,secondary,171,7,24,1.3,2010-09-24,NULL,alive
80191,1,bci,Fabaceae-papilionoideae,Andira inermis,Andira,inermis,NULL,46,andiin,1250,4924,5,3.8,982.5,481.9,113203,129161,1,NA,main,171,7,48,1.3,2010-09-24,NULL,alive
80192,1,bci,Burseraceae,Protium costaricense,Protium,costaricense,NULL,825,protco,1250,4924,6,6.2,983,483.1,113204,129162,1,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
80193,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,4,7,982,483.5,113205,129163,1,NA,main,171,7,41,1.3,2010-09-24,NULL,alive
80194,1,bci,Fabaceae-papilionoideae,Swartzia simplex,Swartzia,simplex,var.ochnacea,980,swars2,1250,4924,9,5,984.5,482.5,113208,129166,1,NA,main,171,7,43,1.3,2010-09-24,NULL,alive
80195,1,bci,Fabaceae-caesalpinioideae,Tachigali versicolor,Tachigali,versicolor,NULL,995,tachve,1250,4924,4.4,13.2,982.2,486.6,113209,129167,10,1,main,171,7,32,1.3,2010-09-24,NULL,alive
80196,1,bci,Fabaceae-caesalpinioideae,Tachigali versicolor,Tachigali,versicolor,NULL,995,tachve,1250,4924,4.4,13.2,982.2,486.6,113209,129167,11,2,secondary,171,7,16,1.3,2010-09-24,NULL,alive
80197,1,bci,Myrsinaceae,Stylogyne turbacensis,Stylogyne,turbacensis,NULL,1166,stylst,1250,4924,2.4,13,981.2,486.5,113210,129168,8,NULL,main,171,7,NA,NA,2010-09-24,"D,N",dead
80198,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,4.8,28.2,982.4,494.1,113213,129172,2,NA,main,171,7,NA,NA,2010-09-24,"D,N",dead
80199,1,bci,Moraceae,Trophis caucana,Trophis,caucana,NULL,1170,olmeas,1250,4924,5.2,27.6,982.6,493.8,113214,129173,9,NULL,main,171,7,NA,NA,2010-09-24,"D,T",dead
80200,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,0.6,30.2,980.3,495.1,113216,129175,1,NA,main,171,7,64,1.3,2010-09-24,NULL,alive
80201,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,5,31.4,982.5,495.7,113217,129176,1,NA,main,171,7,27,1.3,2010-09-24,NULL,alive
80202,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,6.6,32,983.3,496,113218,129177,1,NA,main,171,7,28,1.3,2010-09-24,NULL,alive
80203,1,bci,Rubiaceae,Psychotria horizontalis,Psychotria,horizontalis,NULL,850,psycho,1250,4924,7.8,32.6,983.9,496.3,113219,129178,1,NA,main,171,7,NA,NA,2010-09-24,"D,T",dead
80204,1,bci,Myrsinaceae,Stylogyne turbacensis,Stylogyne,turbacensis,NULL,1166,stylst,1250,4924,8.6,33.6,984.3,496.8,113220,129179,2,NA,main,171,7,20,1.3,2010-09-24,NULL,alive
80205,1,bci,Boraginaceae,Cordia lasiocalyx,Cordia,lasiocalyx,NULL,269,cordla,1250,4924,5.2,33.6,982.6,496.8,113222,129181,1,NA,main,171,7,32,1.3,2010-09-24,NULL,alive
80206,1,bci,Sapindaceae,Talisia nervosa,Talisia,nervosa,NULL,998,taline,1250,4924,8,37.6,984,498.8,113225,129185,1,NA,main,171,7,28,1.3,2010-09-24,NULL,alive
80207,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1250,4924,7.8,38.2,983.9,499.1,113227,129187,1,NA,main,171,7,46,1.3,2010-09-24,NULL,alive
80208,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,6,37.6,983,498.8,113228,129189,1,NA,main,171,7,34,1.3,2010-09-24,NULL,alive
80209,1,bci,Burseraceae,Protium tenuifolium,Protium,tenuifolium,NULL,828,protte,1250,4924,1,39.6,980.5,499.8,113229,129190,1,NA,main,171,7,79,1.3,2010-09-24,NULL,alive
80210,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,1.6,39.2,980.8,499.6,113230,129191,1,NA,main,171,7,40,1.3,2010-09-24,NULL,alive
80211,1,bci,Rubiaceae,Faramea occidentalis,Faramea,occidentalis,NULL,379,faraoc,1250,4924,0.8,37.2,980.4,498.6,113231,129192,2,NA,main,171,7,17,1.3,2010-09-24,NULL,alive
80212,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,10.6,36.4,985.3,498.2,113233,129194,1,NA,main,171,7,21,1.3,2010-09-24,NULL,alive
80213,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,12,34.8,986,497.4,113235,129196,1,NA,main,171,7,16,1.3,2010-09-24,NULL,alive
80214,1,bci,Siparunaceae,Siparuna pauciflora,Siparuna,pauciflora,NULL,940,sipapa,1250,4924,14,33.6,987,496.8,113236,129197,23,NULL,main,171,7,NA,NA,2010-09-24,"D,T",dead
80215,1,bci,Moraceae,Sorocea affinis,Sorocea,affinis,NULL,958,soroaf,1250,4924,14.8,39.4,987.4,499.7,113240,129202,1,NA,main,171,7,47,1.3,2010-09-24,NULL,alive
80216,1,bci,Meliaceae,Trichilia tuberculata,Trichilia,tuberculata,NULL,1169,tri2tu,1250,4924,14,26.4,987,493.2,113244,129206,1,NA,main,171,7,35,1.3,2010-09-24,NULL,alive
80217,1,bci,Malvaceae,Quararibea asterolepis,Quararibea,asterolepis,NULL,871,quaras,1250,4924,17,27,988.5,493.5,113245,129207,1,NA,main,171,7,21,1.3,2010-09-24,NULL,alive
80218,1,bci,Clusiaceae,Chrysochlamys eclipes,Chrysochlamys,eclipes,NULL,198,chr1ec,1250,4924,12.2,6.4,986.1,483.2,113250,129215,14,1,main,171,7,79,1.3,2010-09-24,M,alive
80219,1,bci,Clusiaceae,Chrysochlamys eclipes,Chrysochlamys,eclipes,NULL,198,chr1ec,1250,4924,12.2,6.4,986.1,483.2,113250,129215,15,2,secondary,171,7,14,1.3,2010-09-24,NULL,alive
80220,1,bci,Clusiaceae,Chrysochlamys eclipes,Chrysochlamys,eclipes,NULL,198,chr1ec,1250,4924,12.2,6.4,986.1,483.2,113250,129215,16,3,secondary,171,7,11,1.3,2010-09-24,NULL,alive
80221,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,13,8.4,986.5,484.2,113251,129216,7,1,main,171,7,21,1.3,2010-09-24,NULL,alive
80222,1,bci,Violaceae,Hybanthus prunifolius,Hybanthus,prunifolius,NULL,494,hybapr,1250,4924,13,8.4,986.5,484.2,113251,129216,8,2,secondary,171,7,18,1.3,2010-09-24,NULL,alive
80223,1,bci,Fabaceae-papilionoideae,Pterocarpus rohrii,Pterocarpus,rohrii,NULL,869,pterro,1250,4924,22.2,3.8,991.1,481.9,113252,129217,1,NA,main,171,7,81,1.3,2010-09-24,NULL,alive
80224,1,bci,Arecaceae,Oenocarpus mapora,Oenocarpus,mapora,NULL,1145,oenoma,1250,4924,25,3.2,992.5,481.6,113253,129218,38,1,main,171,7,112,1.3,2010-09-24,R,alive
80225,1,bci,Arecaceae,Oenocarpus mapora,Oenocarpus,mapora,NULL,1145,oenoma,1250,4924,25,3.2,992.5,481.6,113253,129218,39,2,secondary,171,7,107,1.3,2010-09-24,NULL,alive
80226,1,bci,Arecaceae,Oenocarpus mapora,Oenocarpus,mapora,NULL,1145,oenoma,1250,4924,25,3.2,992.5,481.6,113253,129218,40,3,secondary,171,7,98,1.3,2010-09-24,NULL,alive
80227,1,bci,Arecaceae,Oenocarpus mapora,Oenocarpus,mapora,NULL,1145,oenoma,1250,4924,25,3.2,992.5,481.6,113253,129218,41,NULL,secondary,171,7,97,1.3,2010-09-24,NULL,alive
80228,1,bci,Arecaceae,Oenocarpus mapora,Oenocarpus,mapora,NULL,1145,oenoma,1250,4924,25,3.2,992.5,481.6,113253,129218,42,NULL,secondary,171,7,91,1.3,2010-09-24,NULL,alive
80229,1,bci,Burseraceae,Tetragastris panamensis,Tetragastris,panamensis,NULL,1007,tet2pa,1250,4924,23.6,9,991.8,484.5,113255,129220,1,NA,main,171,7,147,1.3,2010-09-24,NULL,alive
80230,1,bci,Capparaceae,Capparis frondosa,Capparis,frondosa,NULL,149,cappfr,1250,4924,23,9.6,991.5,484.8,113256,129221,8,1,main,171,7,31,1.3,2010-09-24,NULL,alive
