quadratname,subquadrat,column,tag
0723,33,3,072299
0723,34,3,072288
0723,42,4,072312
0723,43,4,072304
0723,44,4,072280
0724,11,1,072341
0724,12,1,072362
0724,13,1,072372
0724,14,1,072380
0724,23,2,072373
0725,11,1,072437
0725,13,1,072461
0725,21,2,072442
0725,22,2,072446
0725,23,2,072468
0725,24,2,072469
0725,31,3,072500
0725,33,3,072483
0725,34,3,072478
0725,41,4,072513
0725,42,4,072487
0725,44,4,072470
0726,31,3,072519
0726,32,3,072517
0727,22,2,072525
0727,23,2,072526
0727,32,3,072555
0727,33,3,072530
0727,42,4,072549
0728,14,1,072561
0728,24,2,072558
0728,34,3,072569
0728,44,4,072565
0729,11,1,072575
0729,12,1,072599
0729,14,1,072622
0729,21,2,072580
0729,31,3,072644
0730,21,2,072653
0730,43,4,072687
0731,11,1,072711
0731,22,2,072716
0731,23,2,072744
0731,43,4,072790
0731,44,4,072765
0732,31,3,072881
0732,32,3,072874
0732,33,3,072852
0733,33,3,072930
0733,34,3,072925
0733,42,4,072954
0733,43,4,072942
0733,44,4,072918
0734,14,1,073014
0734,21,2,072987
0734,24,2,073013
0734,31,3,073046
0734,33,3,073033
0734,34,3,073026
0734,44,4,073019
0735,11,1,073057
0735,13,1,073068
0735,21,2,073059
0735,22,2,073062
0735,31,3,073116
0735,32,3,073105
0735,33,3,073082
0735,41,4,073121
0735,42,4,073102
0736,21,2,073125
0736,31,3,073126
0801,12,1,080019
0801,13,1,080030
0801,14,1,080054
0801,31,3,080104
0802,12,1,080149
0802,21,2,080129
0802,22,2,080139
0802,23,2,080162
0802,33,3,080181
0802,43,4,080185
0803,22,2,080230
0803,31,3,080307
0804,13,1,080341
0804,14,1,080376
0804,23,2,080345
0804,34,3,080393
0805,21,2,080410
0805,32,3,080493
0805,34,3,080471
0806,21,2,080532
0806,22,2,080543
0806,24,2,080576
0806,32,3,080627
0806,34,3,080597
0806,41,4,080650
0806,42,4,080618
0806,44,4,080590
0807,12,1,080673
0807,13,1,080685
0807,14,1,080711
0807,21,2,080662
0807,24,2,080699
0807,32,3,080751
0807,34,3,080728
0807,41,4,080765
0807,42,4,080750
0807,43,4,080739
0808,11,1,080773
0808,12,1,080798
0808,13,1,080811
0808,21,2,080785
0808,31,3,080909
0808,33,3,080872
0808,41,4,080913
0808,42,4,080886
0808,44,4,080855
0809,11,1,080929
0809,22,2,080966
0809,33,3,081039
0809,34,3,081026
0809,44,4,081023
0810,34,3,081151
0811,32,3,081230
0811,42,4,081225
0812,13,1,081250
0812,14,1,081261
0813,13,1,081379
0813,21,2,081327
0813,22,2,081352
0813,23,2,081388
0813,41,4,081454
0813,42,4,081443
0813,43,4,081438
0814,14,1,081500
0814,21,2,081472
0814,23,2,081487
0814,34,3,081511
0814,41,4,081540
0814,44,4,081508
0815,21,2,081557
0815,22,2,081569
0815,24,2,081599
0815,31,3,081661
0815,33,3,081621
0815,41,4,081663
0816,13,1,081699
0816,14,1,081722
0816,21,2,081676
0816,22,2,081685
0816,24,2,081712
0816,41,4,081777
0816,42,4,081758
0816,43,4,081749
0817,13,1,081820
0817,22,2,081803
0817,23,2,081831
0817,24,2,081840
0817,42,4,081892
0817,44,4,081857
0818,11,1,081916
0818,21,2,081921
0818,22,2,081930
0818,23,2,081940
0818,31,3,081972
0818,32,3,081971
0818,41,4,081983
0818,42,4,081963
0819,13,1,082015
0819,21,2,081998
0819,22,2,082001
0819,31,3,082089
0819,32,3,082084
0819,42,4,082078
0819,43,4,082065
0820,22,2,082108
0820,42,4,082148
0820,44,4,082133
0821,13,1,082214
0821,32,3,082263
0821,34,3,082239
0821,41,4,082277
0821,42,4,082256
0821,44,4,082228
0822,11,1,082281
0822,12,1,082301
0822,13,1,082308
0822,21,2,082287
0822,33,3,082349
0822,34,3,082344
0823,13,1,082400
0823,14,1,082411
0823,21,2,082387
0823,22,2,082393
0823,42,4,082450
0823,43,4,082442
0824,12,1,082489
0824,21,2,082475
0824,31,3,082572
0824,32,3,082563
0824,41,4,082577
0824,43,4,082545
0825,23,2,082619
0825,24,2,082622
0825,31,3,082666
0825,33,3,082647
0825,34,3,082634
0825,42,4,082661
0825,43,4,082651
0825,44,4,082629
0826,22,2,082676
0826,23,2,082686
0828,14,1,082696
0828,32,3,082709
0828,42,4,082707
0828,43,4,082706
0829,11,1,082710
0829,13,1,082715
0829,14,1,082735
0829,22,2,082712
0829,41,4,082757
0829,42,4,082756
0829,44,4,082742
0830,14,1,082797
0830,31,3,082839
0830,32,3,082832
0830,34,3,082805
0830,41,4,082849
0830,42,4,082822
0830,43,4,082813
0830,44,4,082799
0831,12,1,082876
0831,13,1,082877
0831,23,2,082890
0831,31,3,082942
0831,43,4,082926
0832,12,1,082980
0832,13,1,082987
0832,21,2,082954
0832,22,2,082969
0832,42,4,083051
0833,13,1,083116
0833,14,1,083133
0833,21,2,083093
0833,22,2,083111
0833,32,3,083193
0833,33,3,083160
0833,34,3,083152
0833,41,4,083204
0833,42,4,083182
0833,43,4,083173
0833,44,4,083143
0834,11,1,083211
0834,14,1,083264
0834,21,2,083215
0834,22,2,083225
0834,23,2,083241
0834,32,3,083309
0834,34,3,083275
0834,41,4,083323
0834,42,4,083293
0834,43,4,083288
0834,44,4,083267
0835,12,1,083353
0835,21,2,083331
0835,22,2,083342
0835,23,2,083374
0835,31,3,083399
0835,32,3,083393
0835,33,3,083380
0901,11,1,090005
0901,12,1,090031
0901,13,1,090041
0901,22,2,090117
0901,23,2,090057
0901,24,2,090075
0901,31,3,090139
0901,41,4,090143
0901,43,4,090017
0901,44,4,090093
0902,11,1,090148
0902,23,2,090184
0902,43,4,090205
0903,13,1,090234
0903,31,3,090267
0903,43,4,090259
0905,13,1,090352
0905,14,1,090376
0905,23,2,090365
0905,24,2,090370
0905,44,4,090383
0906,12,1,090432
0906,13,1,090440
0906,14,1,090460
0906,21,2,090416
0906,23,2,090443
0906,24,2,090456
0906,31,3,090536
0906,32,3,090521
0906,33,3,090489
0906,41,4,090540
0907,11,1,090547
0907,14,1,090591
0907,21,2,090552
0907,23,2,090576
0907,24,2,090583
0907,31,3,090652
0908,11,1,090667
0908,12,1,090704
0908,14,1,090739
0908,24,2,090728
0908,34,3,090750
0908,43,4,090768
0909,13,1,090844
0909,14,1,090862
0909,22,2,090831
0910,12,1,090884
0910,21,2,090883
0910,41,4,090900
0910,43,4,090888
0911,12,1,090910
0911,21,2,090903
0912,21,2,090954
0912,22,2,090961
0912,41,4,091028
0912,44,4,090996
0913,13,1,091049
0913,22,2,091044
0913,34,3,091062
0913,44,4,091060
0914,21,2,091096
0914,31,3,091137
0914,41,4,091142
0915,11,1,091149
0915,13,1,091185
0915,22,2,091162
0915,24,2,091202
0915,33,3,091235
0915,34,3,091218
0916,13,1,091318
0916,23,2,091319
0916,24,2,091330
0916,31,3,091391
0916,32,3,091384
0916,41,4,091395
0916,43,4,091365
0916,44,4,091347
0917,12,1,091425
0917,13,1,091434
0917,22,2,091421
0917,32,3,091486
0917,41,4,091504
0917,44,4,091453
0918,11,1,091512
0918,12,1,091535
0918,14,1,091563
0918,21,2,091518
0918,23,2,091545
0918,24,2,091554
0918,31,3,091627
0918,32,3,091624
0918,33,3,091592
0918,42,4,091604
0918,44,4,091575
0919,11,1,091646
0919,13,1,091672
0919,23,2,091680
0919,24,2,091696
0919,31,3,091778
0919,33,3,091733
0919,34,3,091729
0919,41,4,091783
0919,44,4,091716
0920,24,2,091841
0920,31,3,091888
0920,41,4,091904
0921,12,1,091928
0921,21,2,091910
0921,22,2,091921
0921,23,2,091947
0921,34,3,091973
0921,44,4,091971
0922,11,1,092021
0922,12,1,092028
0922,13,1,092032
0922,21,2,092022
0922,23,2,092045
0922,31,3,092109
0922,33,3,092089
0922,41,4,092117
0922,43,4,092098
0922,44,4,092075
0923,11,1,092131
0923,12,1,092153
0923,21,2,092144
0923,22,2,092149
0923,23,2,092175
0923,24,2,092181
0923,31,3,092251
0923,32,3,092246
0923,33,3,092208
0923,34,3,092203
0923,41,4,092270
0923,42,4,092237
0923,43,4,092223
0923,44,4,092200
0924,12,1,092293
0924,21,2,092280
0924,23,2,092308
0924,24,2,092312
0924,32,3,092362
0924,33,3,092335
0924,34,3,092330
0924,42,4,092357
0924,43,4,092349
0925,13,1,092402
0925,21,2,092386
0925,22,2,092398
0925,23,2,092404
0925,31,3,092440
0925,32,3,092429
0925,33,3,092416
0925,34,3,092411
0925,41,4,092444
0925,42,4,092421
0925,43,4,092418
0926,21,2,092447
0926,23,2,092452
0926,31,3,092461
0926,33,3,092454
0926,41,4,092465
0928,13,1,092466
0929,13,1,092474
0929,14,1,092489
0929,21,2,092469
0929,22,2,092471
0929,24,2,092486
0929,32,3,092497
0929,34,3,092494
0929,41,4,092499
0930,21,2,092510
0930,32,3,092572
0930,41,4,092575
0930,42,4,092568
0931,22,2,092588
0931,23,2,092608
0931,31,3,092651
0931,32,3,092641
0931,33,3,092620
0931,41,4,092655
0931,42,4,092638
0931,43,4,092625
0931,44,4,092613
0932,12,1,092687
0932,13,1,092696
0932,14,1,092720
0932,22,2,092678
0932,23,2,092706
0932,24,2,092716
0932,32,3,092767
0932,33,3,092741
0932,41,4,092778
0932,42,4,092756
0932,43,4,092751
0933,11,1,092779
0933,12,1,092796
0933,13,1,092802
0933,14,1,092818
0933,21,2,092788
0933,22,2,092790
0933,24,2,092811
0933,31,3,092853
0933,32,3,092844
0933,33,3,092835
0933,41,4,092854
0933,44,4,092826
0934,12,1,092869
0934,13,1,092873
0934,21,2,092865
0934,22,2,092866
0934,24,2,092879
0934,31,3,092886
1001,11,1,100006
1001,13,1,100034
1001,14,1,100064
1001,21,2,100012
1001,23,2,100038
1001,24,2,100056
1001,32,3,100100
1001,34,3,100077
1001,42,4,100092
1003,24,2,100182
1003,33,3,100193
1004,31,3,100302
1004,32,3,100301
1004,41,4,100306
1004,42,4,100294
1004,44,4,100263
1005,13,1,100342
1005,21,2,100320
1005,23,2,100349
1005,24,2,100360
1005,32,3,100412
1005,33,3,100397
1005,34,3,100378
1005,43,4,100403
1006,11,1,100446
1006,12,1,100490
1006,13,1,100503
1006,21,2,100456
1006,31,3,100620
1006,32,3,100604
1006,34,3,100558
1006,43,4,100578
1006,44,4,100548
1007,14,1,100706
1007,21,2,100656
1007,22,2,100670
1007,24,2,100699
1007,31,3,100729
1007,41,4,100738
1008,11,1,100741
1008,21,2,100745
1009,11,1,100764
1009,12,1,100772
1009,21,2,100766
1009,34,3,100804
1009,43,4,100822
1010,22,2,100849
1010,33,3,100885
1010,34,3,100884
1010,42,4,100893
1011,12,1,100931
1011,22,2,100924
1011,42,4,100984
1012,13,1,101032
1012,31,3,101121
1012,41,4,101130
1012,44,4,101073
1013,11,1,101136
1013,13,1,101164
1013,21,2,101140
1013,22,2,101151
1013,23,2,101177
1013,24,2,101181
1013,33,3,101216
1013,41,4,101246
1013,42,4,101225
1014,41,4,101299
1015,13,1,101340
1015,21,2,101316
1015,22,2,101327
1015,23,2,101352
1015,24,2,101359
1015,31,3,101421
1015,32,3,101411
1015,34,3,101374
1016,12,1,101455
1016,13,1,101464
1016,21,2,101445
1016,23,2,101471
1016,24,2,101486
1016,31,3,101553
1016,32,3,101544
1016,33,3,101516
1016,42,4,101535
1017,11,1,101561
1017,13,1,101583
1017,14,1,101611
1017,24,2,101603
1017,34,3,101626
1017,42,4,101641
1017,44,4,101620
1018,11,1,101661
1018,12,1,101680
1018,13,1,101689
1018,23,2,101697
1018,31,3,101768
1018,41,4,101773
1018,42,4,101756
1019,12,1,101816
1019,21,2,101792
1019,24,2,101828
1019,32,3,101873
1019,33,3,101857
1019,42,4,101864
1019,43,4,101858
1020,33,3,101932
1020,44,4,101920
1021,13,1,101996
1021,14,1,102017
1021,21,2,101967
1021,22,2,101977
1021,31,3,102057
1021,32,3,102051
1021,33,3,102037
1021,41,4,102065
1021,42,4,102044
1022,12,1,102072
1022,22,2,102070
1022,23,2,102078
1022,31,3,102101
1022,33,3,102085
1022,34,3,102082
1022,41,4,102108
1022,42,4,102096
1022,43,4,102093
1023,12,1,102119
1023,13,1,102134
1023,22,2,102114
1023,23,2,102139
1023,24,2,102149
1023,41,4,102158
1024,11,1,102170
1024,12,1,102183
1024,13,1,102197
1024,14,1,102211
1024,21,2,102173
1024,22,2,102179
1024,23,2,102200
1024,24,2,102207
1025,11,1,102218
1025,12,1,102233
1025,21,2,102225
1025,22,2,102230
1025,31,3,102245
1025,32,3,102243
1028,23,2,102255
1028,24,2,102262
1028,33,3,102287
1028,34,3,102284
1028,43,4,102289
1028,44,4,102272
1029,11,1,102290
1029,21,2,102294
1029,22,2,102298
1029,23,2,102305
1029,42,4,102337
1029,43,4,102330
1030,13,1,102374
1030,21,2,102356
1030,24,2,102389
1030,33,3,102427
1030,34,3,102426
1030,42,4,102436
1030,43,4,102432
1031,11,1,102458
1031,13,1,102509
1031,21,2,102467
1031,22,2,102483
1031,43,4,102548
1031,44,4,102520
1032,14,1,102624
1032,21,2,102579
1032,22,2,102587
1032,31,3,102667
1032,32,3,102663
1032,33,3,102649
1032,34,3,102642
1032,41,4,102677
1032,44,4,102631
1033,13,1,102718
1033,14,1,102728
1033,24,2,102727
1033,33,3,102732
1033,41,4,102745
1033,42,4,102736
1034,21,2,102749
1101,11,1,110003
1101,34,3,110034
1101,41,4,110042
1101,44,4,110028
1102,13,1,110055
1102,14,1,110067
1102,41,4,110090
1102,42,4,110079
1103,11,1,110095
1103,24,2,110113
1104,13,1,110165
1104,14,1,110180
1104,23,2,110169
1104,32,3,110242
1104,44,4,110210
1105,13,1,110274
1105,22,2,110267
1105,23,2,110278
1105,34,3,110319
1105,42,4,110348
1105,43,4,110342
1105,44,4,110303
1106,23,2,110460
1107,22,2,110514
1107,23,2,110524
1107,24,2,110526
1107,32,3,110562
1107,33,3,110543
1107,34,3,110535
1108,13,1,110570
1108,32,3,110585
1109,14,1,110608
1109,44,4,110611
1110,24,2,110658
1110,31,3,110726
1110,32,3,110708
1110,34,3,110681
1110,43,4,110697
1110,44,4,110667
1111,12,1,110745
1111,14,1,110774
1111,23,2,110760
1111,34,3,110791
1111,42,4,110804
1111,44,4,110789
1112,12,1,110875
1112,21,2,110832
1112,22,2,110855
1112,31,3,110962
1112,33,3,110934
1112,42,4,110947
1113,12,1,110994
1113,13,1,111002
1113,23,2,111009
1113,24,2,111023
1113,33,3,111043
1114,11,1,111077
1114,31,3,111166
1114,34,3,111129
1114,43,4,111150
1114,44,4,111117
1115,13,1,111187
1115,23,2,111188
1116,13,1,111230
1116,14,1,111246
1116,23,2,111233
1116,24,2,111240
1116,34,3,111263
1117,21,2,111282
1117,23,2,111311
1117,24,2,111313
1117,32,3,111368
1118,21,2,111406
1118,24,2,111449
1118,34,3,111483
1118,42,4,111505
1118,43,4,111488
1118,44,4,111472
1119,12,1,111548
1119,13,1,111557
1119,21,2,111531
1119,22,2,111543
1119,23,2,111562
1119,31,3,111642
1119,32,3,111634
1119,41,4,111655
1119,42,4,111627
1119,43,4,111624
1120,13,1,111710
1120,24,2,111725
1120,33,3,111776
1120,34,3,111759
1120,41,4,111833
1120,42,4,111798
1120,43,4,111796
1120,44,4,111745
1121,21,2,111846
1121,31,3,111918
1121,32,3,111905
1121,41,4,111936
1121,42,4,111900
1121,43,4,111896
1121,44,4,111880
1122,11,1,111944
1122,14,1,111959
1122,23,2,111954
1122,24,2,111955
1122,33,3,111974
1122,41,4,111999
1122,42,4,111988
1122,43,4,111984
1122,44,4,111965
1123,11,1,112001
1123,21,2,112010
1123,22,2,112017
1123,31,3,112038
1123,44,4,112020
1128,14,1,112061
1128,24,2,112053
1128,34,3,112074
1129,11,1,112084
1129,21,2,112093
1129,22,2,112097
1129,24,2,112117
1129,31,3,112158
1129,41,4,112166
1129,42,4,112153
1129,44,4,112136
1130,12,1,112193
1130,13,1,112201
1130,22,2,112190
1130,31,3,112293
1130,32,3,112285
1130,33,3,112242
1130,41,4,112307
1130,42,4,112273
1130,43,4,112259
1131,11,1,112316
1131,12,1,112339
1131,23,2,112367
1131,32,3,112446
1131,33,3,112405
1131,42,4,112427
1131,43,4,112412
1132,11,1,112465
1132,13,1,112502
1132,21,2,112478
1132,22,2,112484
1132,24,2,112519
1132,32,3,112573
1132,41,4,112588
1132,42,4,112565
1133,13,1,112597
1133,32,3,112625
1133,33,3,112616
1133,34,3,112615
1133,41,4,112628
1133,43,4,112617
1134,42,4,112648
1134,43,4,112637
1136,21,2,112661
1137,14,1,112663
1137,44,4,112664
1138,41,4,112667
1138,44,4,112666
1201,11,1,120003
1201,12,1,120043
1201,21,2,120011
1201,22,2,120033
1201,24,2,120058
1201,32,3,120099
1201,33,3,120072
1201,34,3,120068
1201,41,4,120109
1201,42,4,120081
1202,11,1,120128
1202,13,1,120147
1202,14,1,120160
1202,23,2,120149
1202,24,2,120151
1202,34,3,120168
1202,42,4,120178
1203,21,2,120191
1203,42,4,120222
1204,14,1,120275
1204,23,2,120267
1205,11,1,120313
1205,34,3,120367
1205,41,4,120396
1205,42,4,120386
1206,22,2,120413
1206,31,3,120453
1206,42,4,120446
1207,11,1,120461
1207,14,1,120504
1207,32,3,120533
1208,12,1,120555
1208,41,4,120594
1209,14,1,120616
1210,12,1,120691
1210,34,3,120736
1211,14,1,120815
1211,22,2,120782
1211,23,2,120806
1211,33,3,120836
1211,34,3,120833
1212,11,1,120876
1212,12,1,120887
1212,22,2,120883
1212,32,3,120949
1212,33,3,120929
1212,42,4,120948
1213,11,1,120973
1213,12,1,120990
1213,22,2,120985
1213,24,2,120998
1213,43,4,121024
1213,44,4,121011
1214,21,2,121052
1214,31,3,121125
1214,41,4,121139
1214,42,4,121112
1214,44,4,121085
1215,21,2,121153
1215,41,4,121198
1216,11,1,121202
1216,33,3,121257
1216,34,3,121240
1216,44,4,121223
1217,12,1,121288
1217,13,1,121310
1217,22,2,121279
1217,23,2,121320
1217,34,3,121357
1217,41,4,121406
1218,13,1,121433
1218,14,1,121473
1218,21,2,121415
1218,31,3,121541
1218,32,3,121530
1218,33,3,121502
1218,42,4,121524
1218,43,4,121511
1219,11,1,121554
1219,13,1,121608
1219,23,2,121620
1219,32,3,121720
1219,33,3,121678
1219,34,3,121649
1219,41,4,121741
1219,43,4,121693
1219,44,4,121644
1220,11,1,121760
1220,12,1,121791
1220,13,1,121802
1220,33,3,121838
1220,34,3,121831
1220,41,4,121875
1220,44,4,121827
1221,11,1,121888
1221,13,1,121905
1221,14,1,121927
1221,41,4,121969
1222,13,1,121997
1222,23,2,122004
1222,24,2,122020
1222,32,3,122099
1222,43,4,122070
1223,11,1,122115
1223,14,1,122140
1223,33,3,122165
1223,41,4,122211
1223,44,4,122148
1224,41,4,122226
1224,42,4,122219
1229,11,1,122250
1229,12,1,122271
1229,21,2,122254
1229,33,3,122345
1229,34,3,122333
1229,41,4,122389
1229,44,4,122326
1230,12,1,122442
1230,13,1,122456
1230,14,1,122488
1230,21,2,122414
1230,22,2,122430
1230,23,2,122481
1230,31,3,122524
1230,41,4,122533
1231,12,1,122557
1231,13,1,122563
1231,21,2,122549
1231,23,2,122570
1231,32,3,122612
1231,34,3,122591
1231,41,4,122617
1231,42,4,122608
1231,43,4,122603
1231,44,4,122578
1232,11,1,122628
1232,12,1,122651
1232,23,2,122664
1232,31,3,122710
1232,33,3,122676
1232,41,4,122715
1232,42,4,122690
1232,43,4,122678
1233,11,1,122717
1233,13,1,122735
1233,14,1,122751
1233,23,2,122744
1233,31,3,122796
1233,32,3,122790
1233,33,3,122764
1233,34,3,122760
1233,41,4,122809
1233,42,4,122783
1233,43,4,122769
1234,13,1,122820
1234,21,2,122815
1301,11,1,130002
1301,12,1,130033
1301,14,1,130053
1301,21,2,130018
1301,23,2,130048
1301,31,3,130125
1301,32,3,130117
1301,33,3,130083
1301,41,4,130129
1301,42,4,130105
1301,43,4,130086
1302,24,2,130157
1302,32,3,130220
1302,33,3,130176
1302,42,4,130202
1302,44,4,130168
1303,11,1,130233
1303,12,1,130255
1303,13,1,130266
1303,14,1,130295
1303,21,2,130239
1303,22,2,130244
1303,32,3,130350
1303,41,4,130358
1303,44,4,130304
1304,13,1,130377
1304,21,2,130365
1304,22,2,130370
1304,31,3,130448
1304,32,3,130437
1304,33,3,130417
1304,43,4,130428
1304,44,4,130403
1305,31,3,130502
1305,32,3,130497
1305,33,3,130483
1305,34,3,130481
1305,41,4,130505
1306,13,1,130521
1306,14,1,130532
1307,12,1,130564
1309,23,2,130725
1310,24,2,130820
1310,31,3,130863
1310,34,3,130840
1310,41,4,130864
1310,42,4,130853
1310,43,4,130852
1310,44,4,130833
1311,24,2,130900
1311,41,4,130955
1311,42,4,130935
1311,43,4,130933
1312,14,1,130994
1312,21,2,130964
1312,24,2,130988
1312,31,3,131029
1312,32,3,131023
1312,33,3,131012
1312,41,4,131036
1313,12,1,131056
1313,13,1,131067
1313,14,1,131097
1313,21,2,131044
1313,22,2,131049
1313,23,2,131076
1313,24,2,131081
1313,32,3,131149
1313,33,3,131134
1313,41,4,131156
1314,11,1,131169
1314,13,1,131206
1314,23,2,131218
1314,24,2,131225
1314,32,3,131271
1314,33,3,131250
1314,42,4,131260
1314,43,4,131259
1316,23,2,131378
1316,34,3,131420
1316,43,4,131435
1316,44,4,131399
1318,11,1,131533
1318,12,1,131561
1318,13,1,131569
1318,14,1,131596
1318,22,2,131544
1318,23,2,131572
1318,24,2,131587
1318,32,3,131645
1318,33,3,131618
1318,34,3,131614
1318,43,4,131629
1318,44,4,131603
1319,11,1,131679
1319,13,1,131701
1319,14,1,131711
1319,21,2,131673
1319,22,2,131692
1319,23,2,131702
1319,44,4,131743
1320,13,1,131806
1320,14,1,131821
1320,24,2,131816
1320,44,4,131828
1321,32,3,131934
1321,42,4,131924
1321,43,4,131920
1322,13,1,131981
1322,23,2,131988
1322,24,2,131992
1322,31,3,132107
1322,34,3,132026
1322,42,4,132081
1322,43,4,132076
1322,44,4,132017
1323,11,1,132121
1323,13,1,132150
1323,22,2,132141
1323,23,2,132159
1323,24,2,132167
1323,31,3,132188
1323,32,3,132184
1323,33,3,132176
1323,41,4,132192
1324,11,1,132196
1328,44,4,132202
1329,11,1,132206
1329,14,1,132234
1329,21,2,132209
1329,31,3,132279
1329,33,3,132253
1329,41,4,132286
1329,44,4,132242
1331,13,1,132388
1331,14,1,132425
1331,22,2,132365
1331,23,2,132402
1331,24,2,132407
1331,31,3,132477
1331,32,3,132465
1331,33,3,132443
1331,42,4,132459
1332,11,1,132485
1332,12,1,132514
1332,13,1,132516
1332,14,1,132545
1332,21,2,132495
1332,22,2,132499
1332,23,2,132525
1332,24,2,132532
1332,32,3,132599
1332,33,3,132562
1332,34,3,132559
1332,41,4,132606
1332,42,4,132586
1332,43,4,132569
1333,11,1,132623
1333,13,1,132655
1333,14,1,132673
1333,21,2,132625
1333,22,2,132641
1333,23,2,132662
1333,24,2,132663
1333,32,3,132691
1333,33,3,132680
1333,34,3,132677
1333,42,4,132688
1333,43,4,132685
1334,11,1,132698
